,Community Name,Community Code,Venue Name,Venue ID,Lat,Long,Categories
4522,13D,13D,White Spot MacLeod Trail,4bd0d7cb41b9ef3b8bf5fae5,50.959873749712564,-114.07081511091606,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4530,13D,13D,Railroad Cafe,4ba50faef964a5206cd738e3,50.982325224144134,-114.10132011042822,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
4535,13D,13D,Subway (Bridlewood),4b887780f964a52009fa31e3,50.906053783153304,-114.11106988910657,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
4549,13D,13D,Windsor Rose,4ed3ab64775bbb5f36adc484,50.875968443759476,-114.03749689547215,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gastropubs', 'name': 'Gastropub', 'id': '4bf58dd8d48988d155941735', 'shortName': 'Gastropub'}]"
4556,13D,13D,Lighthouse Pub,4bc14fa4b492d13a25fba560,50.92805716925017,-114.0279147330096,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pubs', 'name': 'Pub', 'id': '4bf58dd8d48988d11b941735', 'shortName': 'Pub'}]"
4560,13D,13D,Esso Canyon Meadows / Tim Hortons,4b909e50f964a520619233e3,50.93059816854149,-114.063542466873,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gas_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gas Stations', 'name': 'Gas Station', 'id': '4bf58dd8d48988d113951735', 'shortName': 'Gas Station'}]"
4561,12I,12I,Good Earth Coffee House,4bc9dfb3cc8cd13aa050bccf,50.87960176501044,-113.97625770183544,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
4562,12I,12I,Karma Indian Cuisine,4bd09ccb9854d13ab712f84d,50.93291659912218,-113.96994909068307,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Indian Restaurants', 'name': 'Indian Restaurant', 'id': '4bf58dd8d48988d10f941735', 'shortName': 'Indian'}]"
4564,12I,12I,Famoso Neapolitan Pizzeria,4fc2c1afe4b00baac731734e,50.91624339438785,-113.9604422417089,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
4565,12I,12I,Starbelly,550eed15498e2c34ab307395,50.882019627049004,-113.95791475448951,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4566,12I,12I,Brewsters McKenzie Towne,4b6244a1f964a5207f3f2ae3,50.91674124059431,-113.96141816311443,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breweries', 'name': 'Brewery', 'id': '50327c8591d4c4b30a586d5d', 'shortName': 'Brewery'}]"
4568,12I,12I,Good Earth Cranston,4be72b352468c928682f0243,50.87967295413597,-113.97636066077122,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
4571,12I,12I,SUBWAY,52d6e842498ef0028663870d,50.881120258120376,-113.95934497372234,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
4573,12I,12I,Sobeys - Silverado,50678212e4b05eea7005f93a,50.879469762944645,-114.07275968770998,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
4575,12I,12I,Cora's Breakfast & Lunch,4b3ba773f964a520147825e3,50.93292944172112,-113.97045586471388,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4581,12I,12I,Viet Thai Bistro,4e34a3df62e17d29082bf8f2,50.913305176338454,-113.94995266727472,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Asian Restaurants', 'name': 'Asian Restaurant', 'id': '4bf58dd8d48988d142941735', 'shortName': 'Asian'}]"
4583,12I,12I,Windsor Rose,4ed3ab64775bbb5f36adc484,50.875968443759476,-114.03749689547215,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gastropubs', 'name': 'Gastropub', 'id': '4bf58dd8d48988d155941735', 'shortName': 'Gastropub'}]"
4584,12I,12I,Safeway starbucks,4f2e001de4b083c427df1765,50.93057928975968,-113.96415132482402,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4585,12I,12I,Sea,4b6e15e1f964a5205da92ce3,50.91540485373234,-113.96080502352406,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Seafood Restaurants', 'name': 'Seafood Restaurant', 'id': '4bf58dd8d48988d1ce941735', 'shortName': 'Seafood'}]"
4590,12I,12I,Good Earth Seton Mall,53c074c4498e7a78c3130293,50.88013071406731,-113.95687161681747,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
4592,12I,12I,Sobeys - McKenzie Towne,4b6f3df8f964a5209ae62ce3,50.916943826033,-113.9598743969682,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
4595,12I,12I,Edo Japan,4b7c8e39f964a520cc9a2fe3,50.93236467077297,-113.96151865122104,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Japanese Restaurants', 'name': 'Japanese Restaurant', 'id': '4bf58dd8d48988d111941735', 'shortName': 'Japanese'}]"
4597,12I,12I,Chili's,4b9730a5f964a520a1fb34e3,50.93139304675528,-113.96880221624447,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
4599,12I,12I,Sobeys - Cranston,4bdc823cafe8c9b6c1c24f85,50.88049469526292,-113.97693451397328,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
4600,12I,12I,Good Earth South Campus,51f28b2c498e5841ea12c43a,50.88120752999663,-113.95244450719841,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
4601,12I,12I,Papa John's Pizza,5404ce13498e2fef356bb73b,50.88124410345818,-113.95740148114112,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
4602,12I,12I,Starbucks Save On Foods Seton,563ac4ebcd1089a667909285,50.88121536676418,-113.95903212362839,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4603,12I,12I,Edo Japan,5737e086498e4086cf06f0b4,50.88110013537823,-113.95937107744066,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Japanese Restaurants', 'name': 'Japanese Restaurant', 'id': '4bf58dd8d48988d111941735', 'shortName': 'Japanese'}]"
4604,12I,12I,Ricky's All Day Drill,52ec071911d2ee249cf594dc,50.88110179253136,-113.9593941225336,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
4605,12I,12I,Ajisai Japanese Cuisine,4d3a1c170333a0932e475134,50.88021419320964,-113.97745487869412,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sushi Restaurants', 'name': 'Sushi Restaurant', 'id': '4bf58dd8d48988d1d2941735', 'shortName': 'Sushi'}]"
4606,12I,12I,Starbucks Silverado,507b0ef2e4b0753d5a7a4d98,50.87789690926898,-114.07212110611347,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4607,12I,12I,Butter Chicken Hut,51e6f7ab498e871b5df8baf2,50.923897538671426,-113.93228929290132,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Indian Restaurants', 'name': 'Indian Restaurant', 'id': '4bf58dd8d48988d10f941735', 'shortName': 'Indian'}]"
4608,12I,12I,Big Sky BBQ,58388379de0cbc3f33753d53,50.77456,-113.97599,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'BBQ Joints', 'name': 'BBQ Joint', 'id': '4bf58dd8d48988d1df931735', 'shortName': 'BBQ'}]"
4610,MEDICINE HILL,MDH,Cadence Coffee,4b1d2499f964a520350c24e3,51.085703708631584,-114.18054650037912,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4612,MEDICINE HILL,MDH,Euphoria Cafe,4d7fbfba4219a1cdd29f7ad3,51.10361184964671,-114.16510169927415,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
4613,MEDICINE HILL,MDH,Angels Drive In,4bad5391f964a52075463be3,51.09475752425708,-114.21124940465485,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
4614,MEDICINE HILL,MDH,Cafe MoMoKo,4b6b7cacf964a520e50b2ce3,51.06351648939471,-114.19470374002124,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Restaurants', 'name': 'Restaurant', 'id': '4bf58dd8d48988d1c4941735', 'shortName': 'Restaurant'}]"
4616,MEDICINE HILL,MDH,Fergus & Bix Restaurant and Beer Market,4b198b5bf964a52037df23e3,51.05995283111409,-114.21211131819531,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Restaurants', 'name': 'Restaurant', 'id': '4bf58dd8d48988d1c4941735', 'shortName': 'Restaurant'}]"
4617,MEDICINE HILL,MDH,A Ladybug and Cafe,4b0586e9f964a520937422e3,51.04134019638049,-114.21250662761257,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4618,MEDICINE HILL,MDH,Dell Cafe,4ba51b6ff964a52014de38e3,51.08956861369545,-114.20079548771108,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
4619,MEDICINE HILL,MDH,Cora’s Breakfast & Lunch,4b0586ecf964a520d07522e3,51.099576169489474,-114.14448953099436,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4620,MEDICINE HILL,MDH,Lazy Loaf and Kettle,4b0586e7f964a520257422e3,51.058086,-114.13564,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
4621,MEDICINE HILL,MDH,Diner Deluxe Aspen,5393e8ae498e14bd1c94c3df,51.03963609884468,-114.20919286144175,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Restaurants', 'name': 'Restaurant', 'id': '4bf58dd8d48988d1c4941735', 'shortName': 'Restaurant'}]"
4625,MEDICINE HILL,MDH,Good Earth Coffeehouse & Bakery,4be5aada2457a593facbab15,51.03973937902903,-114.20820011218262,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4637,MEDICINE HILL,MDH,Food Court,4b6b830df964a520440d2ce3,51.08512107883832,-114.15404720669298,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Food Courts', 'name': 'Food Court', 'id': '4bf58dd8d48988d120951735', 'shortName': 'Food Court'}]"
4639,MEDICINE HILL,MDH,Matador Pizza,4b0724a5f964a52018f822e3,51.09278046998466,-114.15353548414825,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
4640,MEDICINE HILL,MDH,Starbucks kiosk,4ea6f0d5c2ee77d11ae5852c,51.085293747296106,-114.12346615612705,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4656,MEDICINE HILL,MDH,Sobeys - Strathcona Square,4b2d92e1f964a52010d924e3,51.04797928678446,-114.18644643649186,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
4657,MEDICINE HILL,MDH,Gus's Cafe & Pizzeria,4ca6414c931bb60c9b9a91e2,51.06717961682697,-114.12884587453078,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
4659,HIGHLAND PARK,HPK,Lina's Italian Market & Cappucino Bar,4b0586eef964a520577622e3,51.07202505284402,-114.06234667360617,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Italian Restaurants', 'name': 'Italian Restaurant', 'id': '4bf58dd8d48988d110941735', 'shortName': 'Italian'}]"
4660,HIGHLAND PARK,HPK,Scarpone's - The Italian Store,4b5a29b8f964a52048b128e3,51.09872606829529,-114.04084306672135,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
4662,HIGHLAND PARK,HPK,Jerusalem Shawarma,55e53ba0498e4344c5c79c69,51.06681340799469,-114.0675959957433,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Middle Eastern Restaurants', 'name': 'Middle Eastern Restaurant', 'id': '4bf58dd8d48988d115941735', 'shortName': 'Middle Eastern'}]"
4663,HIGHLAND PARK,HPK,Diner Deluxe,4b117d6ef964a520ac7d23e3,51.05857001803054,-114.05412091856454,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
4664,HIGHLAND PARK,HPK,Edelweiss Imports Ltd.,4b6f4b0ff964a520bae92ce3,51.070377363301674,-114.1055971119398,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_gourmet_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gourmet Shops', 'name': 'Gourmet Shop', 'id': '4bf58dd8d48988d1f5941735', 'shortName': 'Gourmet'}]"
4665,HIGHLAND PARK,HPK,Éclair de Lune,4c9e64ae46978cfa9955a17f,51.08861691900118,-114.0853139069467,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bakeries', 'name': 'Bakery', 'id': '4bf58dd8d48988d16a941735', 'shortName': 'Bakery'}]"
4666,HIGHLAND PARK,HPK,Deerhead Cafe,4c12356aa5eb76b066b2bdb7,51.08530874653375,-114.05178735005227,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4668,HIGHLAND PARK,HPK,River Café,4b4827f8f964a520364926e3,51.054760473575946,-114.07157034297866,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gastropubs', 'name': 'Gastropub', 'id': '4bf58dd8d48988d155941735', 'shortName': 'Gastropub'}]"
4673,HIGHLAND PARK,HPK,Odyssey Coffeehouse,4c8fbfa6160ea093e5f0d0fc,51.063732678801294,-114.09011431663963,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4689,HIGHLAND PARK,HPK,Weeds Cappucino Bar,4b0586e9f964a520857422e3,51.070377,-114.104793,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
4695,HIGHLAND PARK,HPK,Safeway,4bd64740cfa7b713737027da,51.06832553557947,-114.06146832457391,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
4696,HIGHLAND PARK,HPK,Humpty's,4b79dc79f964a520b1162fe3,51.111236321263796,-114.05628333158079,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4698,HIGHLAND PARK,HPK,Black Bull Pub,4b42cf59f964a52016da25e3,51.11138582455971,-114.05315914607581,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pubs', 'name': 'Pub', 'id': '4bf58dd8d48988d11b941735', 'shortName': 'Pub'}]"
4699,HIGHLAND PARK,HPK,Humpty's,4ca781d314c337048c61ca3b,51.095761,-114.05282,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4702,HIGHLAND PARK,HPK,John's Breakfast & Lunch,4b2d2df5f964a52050d024e3,51.0756551941539,-114.07136477940529,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4703,HIGHLAND PARK,HPK,Fortune Foods,4c829196e602b1f7e4ba9d7a,51.073494485398335,-114.06227902265766,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dimsum_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Dim Sum Restaurants', 'name': 'Dim Sum Restaurant', 'id': '4bf58dd8d48988d1f5931735', 'shortName': 'Dim Sum'}]"
4704,HIGHLAND PARK,HPK,Puspa Restaurant,4b0586ebf964a520447522e3,51.088502,-114.08548133,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Indian Restaurants', 'name': 'Indian Restaurant', 'id': '4bf58dd8d48988d10f941735', 'shortName': 'Indian'}]"
4707,HIGHLAND PARK,HPK,Food Court North Hill Centre,4ef25643f9ab11b14eb43423,51.06594566927952,-114.10202555970756,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Food Courts', 'name': 'Food Court', 'id': '4bf58dd8d48988d120951735', 'shortName': 'Food Court'}]"
4709,BELTLINE,BLN,Grumans Catering and Delicatessen,4ef4b95de5e89bc30e17ab36,51.04248389877748,-114.05931696908894,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
4711,BELTLINE,BLN,L'Epicerie,4c6d8f481cbeb7131e61993c,51.03985682642924,-114.06131015746031,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Delis / Bodegas', 'name': 'Deli / Bodega', 'id': '4bf58dd8d48988d146941735', 'shortName': 'Deli / Bodega'}]"
4712,BELTLINE,BLN,Yellow Door Bistro,5112a0c0e4b03634c8f34ba3,51.041458,-114.064363,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'French Restaurants', 'name': 'French Restaurant', 'id': '4bf58dd8d48988d10c941735', 'shortName': 'French'}]"
4713,BELTLINE,BLN,La Vita e Bella,4b089ea6f964a520980f23e3,51.04112451941537,-114.0558163648039,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Italian Restaurants', 'name': 'Italian Restaurant', 'id': '4bf58dd8d48988d110941735', 'shortName': 'Italian'}]"
4714,BELTLINE,BLN,Sunterra Market,4c3f919caf052d7fba887a79,51.04167123983699,-114.06077149504175,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
4716,BELTLINE,BLN,Vintage Chophouse and Tavern,4b203842f964a520e42e24e3,51.04263667535806,-114.0682863470766,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Steakhouses', 'name': 'Steakhouse', 'id': '4bf58dd8d48988d1cc941735', 'shortName': 'Steakhouse'}]"
